trial,plan iters,plan time,best cost
0,30,0.01873040199279785,1.760229071470769
0,80,0.04968905448913574,1.5418294385614593
0,90,0.05250358581542969,1.5404845726540988
0,100,0.05563807487487793,1.5188120368017088
0,130,0.062157392501831055,1.4056711632728953
0,280,0.10817885398864746,1.3829158560924832
0,320,0.11829352378845215,1.369163554770353
0,460,0.1648576259613037,1.3645560626572846
0,1940,0.752814769744873,1.3624153354674833
0,2970,1.242647409439087,1.3545912915198757
0,3160,1.3375582695007324,1.353441993692374
0,3420,1.45932936668396,1.3500064843888226
0,3670,1.5774273872375488,1.3376128487667263
0,4850,2.1611568927764893,1.3366738272893697
0,6060,2.8005597591400146,1.3340747077931219
0,6910,3.2647979259490967,1.3301196552727312
0,8440,4.124804973602295,0.8984700940763058
0,8640,4.198996305465698,0.8926367900961921
0,8750,4.252398729324341,0.8921581339644388
0,9640,4.630884408950806,0.8904997267504018
0,9800,4.688843250274658,0.8771829236326338
0,13080,6.048152685165405,0.8759863700110293
0,17060,7.823280096054077,0.871331855473284
0,17320,7.9499499797821045,0.8668057290197498
0,20110,9.249769449234009,0.8658379138451181
0,20150,9.27441692352295,0.8647707518255819
0,21930,10.11218786239624,0.8642510810909115
0,23280,10.843693256378174,0.8575153894343607
0,44090,21.75858163833618,0.8573161649974887
0,45290,22.398143768310547,0.8540114333497831
0,56780,28.681999444961548,0.8525916127318084
0,66190,34.201651096343994,0.8523010556663481
0,75410,40,0.8523010556663481
1,40,0.022777080535888672,1.6857053066839653
1,60,0.03033590316772461,1.5437513210129306
1,80,0.03682756423950195,1.531144549712895
1,100,0.04914975166320801,1.5007809473609417
1,170,0.06749868392944336,1.493503118172289
1,180,0.06852889060974121,1.4886787875240257
1,200,0.07487607002258301,1.4189248301654638
1,240,0.08976888656616211,1.3908411877521742
1,460,0.15877914428710938,1.3753716844485413
1,610,0.21008944511413574,1.3647570723449889
1,680,0.23493385314941406,1.3586651273652983
1,1000,0.36849021911621094,1.3553502505749369
1,1480,0.5993363857269287,1.3516641784820926
1,1700,0.7013330459594727,1.333711345889295
1,6200,3.014099359512329,1.0959246102134257
1,6230,3.0316689014434814,0.9752445358252853
1,6350,3.0951426029205322,0.9548621019130172
1,6420,3.1396310329437256,0.917447319987407
1,6570,3.200009346008301,0.9062961248025165
1,6620,3.217177152633667,0.9018186133546112
1,6810,3.2927067279815674,0.8968256994914517
1,7500,3.5819265842437744,0.8825371949311227
1,9770,4.583073139190674,0.8804830126244432
1,10430,4.881915807723999,0.8726653885985654
1,10580,4.956444025039673,0.8696405650720288
1,17870,8.516834020614624,0.8687413316658367
1,18210,8.669212818145752,0.8670701200568148
1,19650,9.361454963684082,0.8669192638410296
1,20350,9.682486534118652,0.8644884651233009
1,21900,10.427905559539795,0.8625655327280147
1,25740,12.625930309295654,0.8607160943092048
1,37420,19.03244400024414,0.8599703274493145
1,42930,22.043343544006348,0.8598437892328965
1,42990,22.083325386047363,0.8590317285368001
1,45560,23.694105625152588,0.8566784216499345
1,52990,28.288876056671143,0.855065690722581
1,60380,33.13594126701355,0.8536078523068201
1,70360,40,0.8536078523068201
2,50,0.024891376495361328,1.4514481017895025
2,190,0.0670156478881836,1.4458555246909202
2,220,0.0748286247253418,1.3717258639717886
2,530,0.19280672073364258,1.3700718294515275
2,1410,0.5451202392578125,1.3633743533428546
2,2100,0.8570835590362549,1.3603347379509632
2,2150,0.8763401508331299,1.3536388424979544
2,2490,1.0053844451904297,1.344560633076901
2,4860,2.215399742126465,1.179087444103147
2,4880,2.223759651184082,0.9694685770133005
2,4930,2.244293212890625,0.9505117081917069
2,4950,2.2553796768188477,0.9270249416121044
2,5030,2.2964658737182617,0.911626861995921
2,5160,2.3446340560913086,0.89935301167741
2,5210,2.3685762882232666,0.8966867200506654
2,5840,2.65340256690979,0.8810261206964156
2,6140,2.7778356075286865,0.8764046111284431
2,9690,4.437519311904907,0.8645736467765974
2,25130,12.142901182174683,0.8614343015928313
2,25150,12.152554750442505,0.8602576807598298
2,26840,13.0699462890625,0.8560606728658184
2,31060,15.34815263748169,0.8560011890353011
2,35510,17.81753420829773,0.8515153677962594
2,44760,22.935501098632812,0.85151183606912
2,56430,30.043761730194092,0.850677823356578
2,63650,34.56794357299805,0.8505633468672442
2,72670,40,0.8505633468672442
3,40,0.017772436141967773,1.6793606980146207
3,70,0.033525705337524414,1.473403882897553
3,140,0.05719780921936035,1.441863765238225
3,210,0.08562374114990234,1.4227187770140497
3,220,0.08619832992553711,1.4121295814991712
3,230,0.08773231506347656,1.402729673901819
3,270,0.10096526145935059,1.3895692304777532
3,330,0.1301419734954834,1.3825111450707979
3,410,0.15226054191589355,1.3746630661747354
3,530,0.1911919116973877,1.3584102546930852
3,870,0.335463285446167,1.351884203764094
3,890,0.3405752182006836,1.345821968385089
3,1800,0.7380576133728027,1.3384789571209115
3,7310,3.306671142578125,1.3379133232780662
3,8550,3.961306095123291,1.3339833757801682
3,8780,4.103621959686279,0.9981075091049821
3,8800,4.110324382781982,0.9247298607402583
3,9450,4.409474611282349,0.8868678162684719
3,10000,4.630542993545532,0.8725048469795728
3,10660,4.895572662353516,0.8663989706536077
3,12330,5.7886810302734375,0.8647033302780116
3,16490,7.830250263214111,0.8641589783265842
3,18150,8.634788274765015,0.8620266676402368
3,27440,13.231080293655396,0.8606544289177187
3,28520,13.749688863754272,0.8596726792688435
3,35010,17.071900844573975,0.8572041616154717
3,48010,24.157789707183838,0.8557993495332483
3,66710,34.15847182273865,0.8555989722613346
3,76920,40,0.8555989722613346
4,20,0.017854690551757812,2.1907793951358947
4,60,0.047467708587646484,1.4817110811673735
4,80,0.05584120750427246,1.4792373019210254
4,90,0.06476187705993652,1.4737016484593244
4,260,0.1506977081298828,1.4335312520998307
4,270,0.15286803245544434,1.4014280918330404
4,990,0.6054840087890625,1.3929343877000413
4,1110,0.6949005126953125,1.3701736883708573
4,1190,0.7512326240539551,1.3699575104068558
4,1410,0.8445756435394287,1.3654098970285637
4,2800,1.496049165725708,1.3625629726211785
4,4380,2.265824794769287,1.355993891109346
4,4660,2.4029476642608643,1.3438915562792695
4,5890,3.0045783519744873,1.3424973622990037
4,6670,3.4053425788879395,0.9566674337515084
4,6710,3.4211678504943848,0.8972290375253313
4,7300,3.663240671157837,0.8819499922893355
4,10650,5.02546763420105,0.8757260689966346
4,10690,5.038137435913086,0.8732685353832138
4,13940,6.412136554718018,0.8673864382964386
4,18090,8.325849771499634,0.8658515466132334
4,19730,9.080057621002197,0.8608485366838575
4,20220,9.317435264587402,0.8576164758100875
4,28540,13.350058555603027,0.8552016066920022
4,31580,14.839660882949829,0.8529930866046368
4,45410,22.94280433654785,0.8504687918351018
4,66920,35.41414952278137,0.8495446187083274
4,73820,40,0.8495446187083274
5,40,0.019098758697509766,1.7409327982922527
5,50,0.023549318313598633,1.6760182225628526
5,60,0.026696443557739258,1.5239183796537221
5,70,0.0324559211730957,1.491962805825132
5,80,0.03495478630065918,1.4457952152049915
5,160,0.07715821266174316,1.3962442690799373
5,510,0.20171475410461426,1.3849092162065404
5,1020,0.41590404510498047,1.363501915198791
5,1920,0.9412100315093994,1.3604663149877472
5,2010,0.9889838695526123,1.3447233853148117
5,3780,1.8835492134094238,1.3441288032372534
5,4330,2.1867573261260986,1.3441166282735473
5,5250,2.7577879428863525,1.3398770727260927
5,5800,3.0986592769622803,1.3381886559611693
5,7160,3.878746271133423,1.3373766228898447
5,7350,3.985748291015625,1.336387697557761
5,7440,4.045094966888428,1.3330675980741213
5,8650,4.827592849731445,0.9719442263689843
5,8670,4.839512348175049,0.9675983390054702
5,8740,4.87174129486084,0.9285953262878891
5,8820,4.902021408081055,0.9135274510612222
5,9050,4.994293451309204,0.8861596019011472
5,9320,5.108401298522949,0.8831210908471583
5,11980,6.3145668506622314,0.8733770102930976
5,12720,6.686392068862915,0.8712541752363977
5,20920,10.739153861999512,0.8650110201035924
5,21380,11.03516173362732,0.8615940879679378
5,23520,12.110090732574463,0.8602242712209184
5,34630,18.65507936477661,0.854087196483372
5,64870,40,0.854087196483372
6,40,0.025426864624023438,1.7740887279231456
6,50,0.028896331787109375,1.6863232735624114
6,70,0.03696703910827637,1.6838651053456906
6,90,0.045720577239990234,1.6231849210382456
6,110,0.0523989200592041,1.4962311651611324
6,190,0.09133577346801758,1.4672135274987461
6,290,0.13692045211791992,1.4502330310043274
6,350,0.15827369689941406,1.4253470636804628
6,390,0.17382526397705078,1.3946850089958542
6,580,0.23948907852172852,1.3788632023542302
6,1240,0.5433681011199951,1.3728566542381273
6,1250,0.5454540252685547,1.367833034403901
6,1940,0.8652074337005615,1.3528592813959655
6,2160,0.9708845615386963,1.3429990813610717
6,4280,2.111365556716919,1.3420859591775087
6,4390,2.177449941635132,1.341325988381152
6,4660,2.323446750640869,1.3408635969157354
6,7390,3.931267738342285,1.339864525259026
6,8380,4.528311014175415,1.3390513558584565
6,8650,4.6860222816467285,1.3350894131422624
6,8920,4.858012914657593,1.0916548007031108
6,8930,4.861188173294067,0.9863058371969686
6,9020,4.913513898849487,0.9654316978018785
6,9090,4.943658828735352,0.9110659435900165
6,9290,5.036980628967285,0.883170118979784
6,9910,5.314599275588989,0.8759993986068346
6,11480,5.99449896812439,0.8702138996972748
6,20950,10.910860061645508,0.8690929357771335
6,22120,12.019662618637085,0.8681398436862197
6,24680,14.613637924194336,0.8667117108235097
6,26420,16.18007254600525,0.8659760759793298
